Date,Ticker,Close,High,Low,Open,Volume,Daily Return
2024-01-02,SPY,465.2643737792969,466.26845450409985,463.1381222947102,464.7820401233181,123623700,
2024-01-03,SPY,461.4646911621094,463.82718272985784,460.8543840948513,463.0790488844653,103585900,-0.008166717314551875
2024-01-04,SPY,459.978271484375,463.60076051558326,459.7518546546583,460.9823221278168,84232200,-0.0032210908141013794
2024-01-05,SPY,460.6082763671875,463.0888879305801,459.1415387397865,460.1849727336451,86060800,0.001369640528408933
2024-01-08,SPY,467.1838684082031,467.3315184880514,460.9822946882023,461.1102681043068,74879100,0.014275887730192949
2024-01-09,SPY,466.4751281738281,467.5087087960516,463.9846633036254,464.4965269385166,65931400,-0.0015170477456548648
2024-01-10,SPY,469.11322021484375,469.9893273994707,466.4652520384575,466.75072887892895,67310600,0.005655375563844878
2024-01-11,SPY,468.9065246582031,470.6488556888523,464.88043891433455,470.12713871081326,77940700,-0.00044060910614707183
2024-01-12,SPY,469.2313537597656,471.12136490723475,467.8040295978058,470.3732311137583,57944000,0.0006927374316219037
2024-01-16,SPY,467.5086975097656,469.1624384816832,465.66792309023396,467.8335577253936,85014900,-0.0036712300578318757
2024-01-17,SPY,464.90997314453125,465.40216011094293,462.5277750091871,464.44731619447595,68843900,-0.005558665280617769
2024-01-18,SPY,469.0443115234375,469.60541185803214,465.03793256834524,466.60308346955065,91856200,0.008892771972480285
2024-01-19,SPY,474.8915100097656,475.17698686216823,469.0935631567449,470.18620380449687,110733300,0.012466196354320225
2024-01-22,SPY,475.8955993652344,477.6379304465511,475.23605559912966,476.4468463753925,75844900,0.002114355245997457
2024-01-23,SPY,477.2835388183594,477.52963230577734,475.3443509765863,476.44684499370544,49945300,0.0029164788558169175
2024-01-24,SPY,477.8052978515625,481.1324566508245,477.30325751159353,480.18746604680314,81765000,0.001093184639250122
2024-01-25,SPY,480.4040222167969,480.67964572380765,477.80529058508233,479.96104191877174,72525000,0.005438877251716212
2024-01-26,SPY,479.793701171875,481.4769721819895,478.9373006586713,479.9708812696327,76641600,-0.0012704328371473395
2024-01-29,SPY,483.5933837890625,483.74106391540835,479.5574745916845,480.1087216052008,61322800,0.007919409129188093
2024-01-30,SPY,483.2193603515625,483.9379341352055,482.4515198034891,482.8945001134222,58618400,-0.000773425464528521
2024-01-31,SPY,475.3345031738281,481.4376037086251,475.3147964685509,480.9848000978878,126011100,-0.016317345339801337
2024-02-01,SPY,481.55572509765625,481.5852551131016,476.24008199182896,477.0571291536635,91891600,0.013088092453396039
2024-02-02,SPY,486.625244140625,488.2986617484959,481.65413791438186,481.9986747879959,99147700,0.010527377785698011
2024-02-05,SPY,484.8533630371094,486.65478413631985,482.56963837008004,485.9854170794442,75757100,-0.0036411614992246655
2024-02-06,SPY,486.26104736328125,486.59573089639076,484.3611828372563,485.8082137237433,55918600,0.0029033197116632437
2024-02-07,SPY,490.316650390625,490.7399239619924,487.61944545058077,488.53493601746663,70556500,0.008340382289173665
2024-02-08,SPY,490.533203125,490.91709332018917,489.4897692068765,490.31663966799096,52343600,0.00044165894468917166
2024-02-09,SPY,493.3682556152344,493.8112058861385,490.70058047404524,491.0451173785553,63979400,0.005779532297045975
2024-02-12,SPY,493.15167236328125,495.63228390301646,492.4232152124845,493.33870581706736,56502300,-0.00043898902997530076
2024-02-13,SPY,486.3594665527344,489.3224417464559,483.05198451010375,486.8024468452015,113099200,-0.013773056427036523
2024-02-14,SPY,490.7793273925781,491.2715143675092,486.67447480374074,489.02714296345175,68387800,0.009087642255986683
2024-02-15,SPY,494.16558837890625,494.3526218372526,491.00572629255566,491.4880899675745,61683000,0.006899762881861227
2024-02-16,SPY,491.7046813964844,495.0121637181341,490.9565475205682,493.86046292569625,75461200,-0.004979923815607634
2024-02-20,SPY,488.99761962890625,490.62183066023255,486.7237181769076,489.94261022228915,71736700,-0.005505462668953687
2024-02-21,SPY,489.4405517578125,489.59805519099353,485.8475929329507,487.6785440580605,59603800,0.0009057960839202739
2024-02-22,SPY,499.56976318359375,500.5442837489943,495.15975721807683,496.1343078241853,76402500,0.020695488735868794
2024-02-23,SPY,499.9142761230469,502.15864734607544,499.1759957201992,501.31207019630943,61321800,0.0006896192781118415
2024-02-26,SPY,498.0833435058594,500.80022510174734,497.9553700914577,500.3572448273891,50386700,-0.003662493160601077
2024-02-27,SPY,499.0086975097656,499.2351143411997,496.86276943007084,498.7823107190416,48854500,0.0018578296503410918
2024-02-28,SPY,498.34918212890625,498.9397824859988,497.06947792688254,497.43369149399297,56506600,-0.0013216510737199538
2024-02-29,SPY,500.1407165527344,501.77478095792515,497.4533948240691,500.1308932406561,83924800,0.003594938023525618
2024-03-01,SPY,504.836181640625,505.26930860368725,500.6132388118338,501.0266891095606,76805900,0.009388288000734102
2024-03-04,SPY,504.2947692871094,506.1651038495938,503.99946911445886,504.02902917243324,49799300,-0.0010724515658844247
2024-03-05,SPY,499.2547302246094,502.7197454595124,497.0202123631013,502.2669118517744,72855600,-0.00999423228130003
2024-03-06,SPY,501.78460693359375,504.06836164328706,500.4754028347389,502.57209405521513,68382400,0.005067306438631514
2024-03-07,SPY,506.7655029296875,507.8286435180655,501.84363364458284,505.12161541125795,58652100,0.009926362680856338
2024-03-08,SPY,503.72381591796875,510.12221626039303,503.1430389188463,507.4053947507134,86425500,-0.006002158777845601
2024-03-11,SPY,503.29071044921875,503.8813408255942,500.5541520780311,502.50322330785735,62557200,-0.0008598074084719132
2024-03-12,SPY,508.70477294921875,509.2953732567319,502.87723620181947,505.4267910389835,73114400,0.010757326506518616
2024-03-13,SPY,507.907470703125,509.2068517125274,506.4506162750495,509.0296715859852,55104100,-0.0015673181941490144
2024-03-14,SPY,506.90338134765625,509.0493093648836,503.8222860546738,508.8917758861152,110171800,-0.0019769139329230967
2024-03-15,SPY,503.42266845703125,505.26919243547775,501.7341674193777,503.79789760629797,107585800,-0.006866619988549205
2024-03-18,SPY,506.41461181640625,509.0016801159966,505.99990704611594,507.54029931814756,88893300,0.005943203488522286
2024-03-19,SPY,509.22882080078125,509.5151545205673,504.69647924551435,505.7135636183011,60755300,0.0055571243773575585
2024-03-20,SPY,513.9389038085938,514.0771588378656,508.6068038936994,509.28813480299243,69594600,0.009249443109692335
2024-03-21,SPY,515.63720703125,517.5231763815539,515.3508130660615,516.8122539881692,60256100,0.0033044846577499065
2024-03-22,SPY,514.65966796875,516.0420371815087,514.4226335652195,515.5483209766468,79023000,-0.001895788451977909
2024-03-25,SPY,513.23779296875,514.4029560483432,513.0797700238013,513.2673846033686,48512100,-0.002762748061474918
2024-03-26,SPY,512.289794921875,515.0250019230342,511.8849741606643,514.679364426303,65463700,-0.001847093218508844
2024-03-27,SPY,516.594970703125,516.634506569086,512.9612268519236,515.1533580296681,82999800,0.008403789854737553
2024-03-28,SPY,516.496337890625,518.0169622820405,516.2100041549976,516.6345929084168,96294900,-0.0001909287122283665
2024-04-01,SPY,515.5975952148438,517.7897261410525,514.4225484310126,517.2466504591987,62477500,-0.001740075601410318
2024-04-02,SPY,512.3195190429688,512.4577137930522,509.98913247450986,511.7270233656594,74230300,-0.006357818970255447
2024-04-03,SPY,512.8822631835938,514.4029477306854,511.1641403606512,511.21349992961393,59155800,0.0010984241663800631
2024-04-04,SPY,506.62200927734375,517.286268418859,506.31590760746656,516.9406911447744,96858100,-0.012206025350518068
2024-04-05,SPY,511.9145812988281,513.8993301021636,507.55014688576046,507.99450352753723,74482100,0.010446786607304803
2024-04-08,SPY,512.200927734375,513.6426007971904,511.3814021999841,512.6255767206463,48401800,0.0005593637024761122
2024-04-09,SPY,512.79345703125,514.2054782848148,507.8858861295244,513.9586201579378,68124400,0.001156829800164516
2024-04-10,SPY,507.6587219238281,509.67306224894617,505.65426556523977,507.02675074681866,82652800,-0.010013261747036983
2024-04-11,SPY,511.49005126953125,512.951432130224,505.64446755866146,509.199200564492,70099000,0.007547057068543861
2024-04-12,SPY,504.4298400878906,509.3373802484909,502.6820654800149,507.90559123610115,92469100,-0.013803222885991673
2024-04-15,SPY,498.1103210449219,508.82393922642535,497.25122948428464,508.6560925817605,92101400,-0.012528043626181318
2024-04-16,SPY,497.2018737792969,500.13454944041007,495.89845567790263,498.594157187507,73484000,-0.001823787276118427
2024-04-17,SPY,494.25927734375,499.85803232859774,492.8472562394146,499.690155561082,75910300,-0.00591831324604597
