"Value","Timestamp"
"5.092593","2024-02-15T17:00:00.000Z"
"5.092593","2024-02-15T20:00:00.000Z"
"5.092593","2024-02-15T23:00:00.000Z"
"5.092593","2024-02-16T02:00:00.000Z"
"5.092593","2024-02-16T14:00:00.000Z"
"5.092593","2024-02-16T17:00:00.000Z"
"5.071429","2024-02-16T18:00:00.000Z"
"5.071429","2024-02-16T21:00:00.000Z"
"5.071429","2024-02-17T00:00:00.000Z"
"5.071429","2024-02-17T03:00:00.000Z"
"5.071429","2024-02-17T15:00:00.000Z"
"5.071429","2024-02-17T18:00:00.000Z"
"5.071429","2024-02-17T21:00:00.000Z"
"5.071429","2024-02-18T00:00:00.000Z"
"5.071429","2024-02-18T03:00:00.000Z"
"5.071429","2024-02-18T15:00:00.000Z"
"5.071429","2024-02-18T18:00:00.000Z"
"5.25","2024-02-18T19:00:00.000Z"
"5.25","2024-02-18T22:00:00.000Z"
"5.25","2024-02-19T01:00:00.000Z"
"5.25","2024-02-19T04:00:00.000Z"
"5.25","2024-02-19T13:00:00.000Z"
"5.071429","2024-02-19T15:00:00.000Z"
"4.833333","2024-02-22T04:00:00.000Z"
"4.833333","2024-02-22T13:00:00.000Z"
"4.833333","2024-02-22T16:00:00.000Z"
"4.833333","2024-02-22T19:00:00.000Z"
"4.833333","2024-02-22T22:00:00.000Z"
"4.833333","2024-02-23T01:00:00.000Z"
"4.833333","2024-02-23T04:00:00.000Z"
"4.833333","2024-02-23T13:00:00.000Z"
"4.833333","2024-02-23T16:00:00.000Z"
"4.833333","2024-02-23T19:00:00.000Z"
"4.833333","2024-02-23T22:00:00.000Z"
"4.833333","2024-02-24T01:00:00.000Z"
"4.833333","2024-02-24T04:00:00.000Z"
"4.833333","2024-02-24T13:00:00.000Z"
"4.833333","2024-02-24T16:00:00.000Z"
"4.833333","2024-02-24T19:00:00.000Z"
"4.87037","2024-02-24T20:00:00.000Z"
"4.87037","2024-02-24T23:00:00.000Z"
"4.87037","2024-02-25T02:00:00.000Z"
"4.87037","2024-02-25T14:00:00.000Z"
"4.87037","2024-02-25T17:00:00.000Z"
"4.87037","2024-02-25T20:00:00.000Z"
"4.87037","2024-02-25T23:00:00.000Z"
"4.87037","2024-02-26T02:00:00.000Z"
"4.87037","2024-02-26T14:00:00.000Z"
"4.87037","2024-02-26T17:00:00.000Z"
"4.87037","2024-02-26T20:00:00.000Z"
"4.87037","2024-02-26T23:00:00.000Z"
"4.87037","2024-02-27T02:00:00.000Z"
"4.87037","2024-02-27T14:00:00.000Z"
"4.87037","2024-02-27T17:00:00.000Z"
"4.87037","2024-02-27T20:00:00.000Z"
"4.87037","2024-02-27T23:00:00.000Z"
"4.87037","2024-02-28T02:00:00.000Z"
"4.87037","2024-02-28T14:00:00.000Z"
"4.87037","2024-02-28T17:00:00.000Z"
"4.87037","2024-02-28T20:00:00.000Z"
"4.87037","2024-02-28T23:00:00.000Z"
"4.87037","2024-02-29T02:00:00.000Z"
"4.87037","2024-02-29T14:00:00.000Z"
"4.87037","2024-02-29T15:00:00.000Z"
"4.87037","2024-02-29T18:00:00.000Z"
"4.87037","2024-02-29T21:00:00.000Z"
"4.87037","2024-03-01T00:00:00.000Z"
"4.982759","2024-03-01T02:00:00.000Z"
"4.982759","2024-03-01T14:00:00.000Z"
"4.982759","2024-03-01T17:00:00.000Z"
"4.982759","2024-03-01T20:00:00.000Z"
"4.807692","2024-03-01T21:00:00.000Z"
"4.807692","2024-03-02T00:00:00.000Z"
"4.807692","2024-03-02T03:00:00.000Z"
"4.807692","2024-03-02T04:00:00.000Z"
"4.807692","2024-03-02T13:00:00.000Z"
"4.807692","2024-03-02T16:00:00.000Z"
"4.807692","2024-03-02T19:00:00.000Z"
"4.807692","2024-03-02T22:00:00.000Z"
"4.807692","2024-03-03T01:00:00.000Z"
"4.807692","2024-03-03T04:00:00.000Z"
"4.807692","2024-03-03T13:00:00.000Z"
"4.807692","2024-03-03T16:00:00.000Z"
"4.807692","2024-03-03T19:00:00.000Z"
"4.807692","2024-03-03T22:00:00.000Z"
"4.807692","2024-03-04T01:00:00.000Z"
"4.807692","2024-03-04T04:00:00.000Z"
"4.807692","2024-03-04T13:00:00.000Z"
"4.807692","2024-03-04T16:00:00.000Z"
"4.807692","2024-03-04T19:00:00.000Z"
"4.807692","2024-03-04T22:00:00.000Z"
"4.807692","2024-03-05T01:00:00.000Z"
"4.807692","2024-03-05T04:00:00.000Z"
"4.807692","2024-03-05T13:00:00.000Z"
"4.807692","2024-03-05T15:00:00.000Z"
"4.807692","2024-03-05T18:00:00.000Z"
"4.807692","2024-03-05T21:00:00.000Z"
"4.807692","2024-03-06T00:00:00.000Z"
"4.807692","2024-03-06T03:00:00.000Z"
"4.807692","2024-03-06T15:00:00.000Z"
"4.807692","2024-03-06T18:00:00.000Z"
"4.807692","2024-03-06T21:00:00.000Z"
"4.87037","2024-03-07T00:00:00.000Z"
"4.982759","2024-03-07T23:00:00.000Z"
"4.982759","2024-03-08T02:00:00.000Z"
"4.982759","2024-03-08T14:00:00.000Z"
"4.982759","2024-03-08T17:00:00.000Z"
"4.982759","2024-03-08T20:00:00.000Z"
"4.982759","2024-03-08T23:00:00.000Z"
"4.982759","2024-03-09T02:00:00.000Z"
"4.982759","2024-03-09T14:00:00.000Z"
"4.982759","2024-03-09T17:00:00.000Z"
"4.982759","2024-03-09T20:00:00.000Z"
"4.982759","2024-03-09T23:00:00.000Z"
"4.982759","2024-03-10T02:00:00.000Z"
"4.982759","2024-03-10T14:00:00.000Z"
"4.982759","2024-03-10T17:00:00.000Z"
"4.982759","2024-03-10T20:00:00.000Z"
"4.982759","2024-03-10T23:00:00.000Z"
"4.87037","2024-03-11T02:00:00.000Z"
"4.87037","2024-03-11T14:00:00.000Z"
"4.87037","2024-03-11T17:00:00.000Z"
"4.87037","2024-03-11T20:00:00.000Z"
"4.87037","2024-03-11T23:00:00.000Z"
"4.87037","2024-03-12T02:00:00.000Z"
"4.87037","2024-03-12T14:00:00.000Z"
"5.125","2024-03-12T15:00:00.000Z"
"5.125","2024-03-12T18:00:00.000Z"
"5.125","2024-03-12T21:00:00.000Z"
"5.125","2024-03-12T22:00:00.000Z"
"5.125","2024-03-13T01:00:00.000Z"
"5.258621","2024-03-13T04:00:00.000Z"
"5.258621","2024-03-13T13:00:00.000Z"
"5.258621","2024-03-13T16:00:00.000Z"
"5.258621","2024-03-13T19:00:00.000Z"
"5.258621","2024-03-13T22:00:00.000Z"
"5.258621","2024-03-14T01:00:00.000Z"
"5.258621","2024-03-14T04:00:00.000Z"
"5.258621","2024-03-14T13:00:00.000Z"
"5.258621","2024-03-14T16:00:00.000Z"
"5.258621","2024-03-14T17:00:00.000Z"
"5.5","2024-03-14T19:00:00.000Z"
"5.5","2024-03-14T22:00:00.000Z"
"5.5","2024-03-15T01:00:00.000Z"
"5.5","2024-03-15T04:00:00.000Z"
"5.5","2024-03-15T13:00:00.000Z"
"5.5","2024-03-15T14:00:00.000Z"
"5.5","2024-03-15T17:00:00.000Z"
"5.5","2024-03-15T20:00:00.000Z"
"5.5","2024-03-15T23:00:00.000Z"
"5.5","2024-03-16T02:00:00.000Z"
"5.5","2024-03-16T14:00:00.000Z"
"5.5","2024-03-16T16:00:00.000Z"
"5.685185","2024-03-16T21:00:00.000Z"
"5.685185","2024-03-17T00:00:00.000Z"
"5.685185","2024-03-17T03:00:00.000Z"
"5.685185","2024-03-17T15:00:00.000Z"
"5.685185","2024-03-17T18:00:00.000Z"
"5.685185","2024-03-17T21:00:00.000Z"
"5.685185","2024-03-18T00:00:00.000Z"
"5.685185","2024-03-18T03:00:00.000Z"
"5.685185","2024-03-18T15:00:00.000Z"
"5.685185","2024-03-18T18:00:00.000Z"
"5.685185","2024-03-18T21:00:00.000Z"
"5.685185","2024-03-19T00:00:00.000Z"
"5.685185","2024-03-19T03:00:00.000Z"
"5.685185","2024-03-19T15:00:00.000Z"
"5.685185","2024-03-19T18:00:00.000Z"
"5.685185","2024-03-19T19:00:00.000Z"
"5.685185","2024-03-19T22:00:00.000Z"
"5.685185","2024-03-20T00:00:00.000Z"
"5.685185","2024-03-20T03:00:00.000Z"
"5.685185","2024-03-20T15:00:00.000Z"
"5.685185","2024-03-20T18:00:00.000Z"
"5.685185","2024-03-20T21:00:00.000Z"
"5.685185","2024-03-21T00:00:00.000Z"
"5.685185","2024-03-21T03:00:00.000Z"
"5.685185","2024-03-21T15:00:00.000Z"
"5.685185","2024-03-21T18:00:00.000Z"
"5.685185","2024-03-21T21:00:00.000Z"
"5.685185","2024-03-22T00:00:00.000Z"
"5.685185","2024-03-22T03:00:00.000Z"
"5.685185","2024-03-22T15:00:00.000Z"
"5.685185","2024-03-22T18:00:00.000Z"
"5.685185","2024-03-22T21:00:00.000Z"
"5.685185","2024-03-23T00:00:00.000Z"
"5.685185","2024-03-23T03:00:00.000Z"
"5.685185","2024-03-23T15:00:00.000Z"
"5.8125","2024-03-23T16:00:00.000Z"
"5.833333","2024-03-23T21:00:00.000Z"
"5.833333","2024-03-24T00:00:00.000Z"
"5.833333","2024-03-24T03:00:00.000Z"
"5.833333","2024-03-24T15:00:00.000Z"
"5.833333","2024-03-24T18:00:00.000Z"
"5.833333","2024-03-24T19:00:00.000Z"
"5.833333","2024-03-24T22:00:00.000Z"
"5.833333","2024-03-25T01:00:00.000Z"
"5.833333","2024-03-25T04:00:00.000Z"
"5.833333","2024-03-25T13:00:00.000Z"
"5.833333","2024-03-25T16:00:00.000Z"
"5.833333","2024-03-25T19:00:00.000Z"
"5.833333","2024-03-25T22:00:00.000Z"
"5.833333","2024-03-26T01:00:00.000Z"
"5.833333","2024-03-26T04:00:00.000Z"
"5.833333","2024-03-26T13:00:00.000Z"
"5.833333","2024-03-26T16:00:00.000Z"
"5.833333","2024-03-26T19:00:00.000Z"
"5.833333","2024-03-26T22:00:00.000Z"
"5.833333","2024-03-27T01:00:00.000Z"
"5.833333","2024-03-27T04:00:00.000Z"
"5.833333","2024-03-27T13:00:00.000Z"
"5.833333","2024-03-27T16:00:00.000Z"
"5.833333","2024-03-27T19:00:00.000Z"
"5.833333","2024-03-27T22:00:00.000Z"
"5.833333","2024-03-28T01:00:00.000Z"
"5.833333","2024-03-28T04:00:00.000Z"
"5.833333","2024-03-28T13:00:00.000Z"
"5.833333","2024-03-28T16:00:00.000Z"
"5.833333","2024-03-28T19:00:00.000Z"
"5.833333","2024-03-28T22:00:00.000Z"
"5.7307690000000004","2024-03-29T00:00:00.000Z"
"5.628205","2024-03-29T23:00:00.000Z"
"5.628205","2024-03-30T02:00:00.000Z"
"5.628205","2024-03-30T14:00:00.000Z"
"5.709302","2024-03-30T15:00:00.000Z"
"5.709302","2024-03-30T18:00:00.000Z"
"5.709302","2024-03-30T21:00:00.000Z"
"5.709302","2024-03-31T00:00:00.000Z"
"5.709302","2024-03-31T03:00:00.000Z"
"5.709302","2024-03-31T15:00:00.000Z"
"5.709302","2024-03-31T18:00:00.000Z"
"5.709302","2024-03-31T21:00:00.000Z"
"5.709302","2024-04-01T00:00:00.000Z"
"5.709302","2024-04-01T03:00:00.000Z"
"5.709302","2024-04-01T15:00:00.000Z"
"5.709302","2024-04-01T18:00:00.000Z"
"5.605263","2024-04-01T20:00:00.000Z"
"5.605263","2024-04-01T23:00:00.000Z"
"5.605263","2024-04-02T02:00:00.000Z"
"5.605263","2024-04-02T14:00:00.000Z"
"5.605263","2024-04-02T17:00:00.000Z"
"5.605263","2024-04-02T20:00:00.000Z"
"5.555556","2024-04-02T21:00:00.000Z"
"5.555556","2024-04-03T00:00:00.000Z"
"5.555556","2024-04-03T03:00:00.000Z"
"5.555556","2024-04-03T15:00:00.000Z"
"5.670732","2024-04-03T16:00:00.000Z"
"5.670732","2024-04-03T19:00:00.000Z"
"5.670732","2024-04-03T22:00:00.000Z"
"5.543478","2024-04-04T01:00:00.000Z"
"5.426829","2024-04-04T03:00:00.000Z"
"5.426829","2024-04-04T15:00:00.000Z"
"5.426829","2024-04-04T18:00:00.000Z"
"5.426829","2024-04-04T21:00:00.000Z"
"5.426829","2024-04-05T00:00:00.000Z"
"5.426829","2024-04-05T03:00:00.000Z"
"5.426829","2024-04-05T15:00:00.000Z"
"5.426829","2024-04-05T17:00:00.000Z"
